,files,tp_cost,tp_fields,tp_list,tp_name,tp_name_check,tp_no_centres,tp_states,tp_trainees
98,PIPALTREE VENTRURES PRIVATE LIMITED.pdf,7.00 Cr,Building & Construction,"8PIPAL TREE VENTRURES PRIVATE LIMITEDProposingOrganizationPIPAL TREE VENTRURES PRIVATE LIMITEDImplementingAgencyPIPAL TREE SKILL VENTRURES PRIVATE LIMITEDNo. of Trainees in 10 years1,00,000 over 10 yearsNo. of Centres17 Centres in10 yearsLocation(s)Bihar, Madhya Pradesh &OdishaSectors TargetedBuilding & ConstructionProject Cost (Total)Rs.7.00 CrSourcingModelAppointment of strong mobilization teams (employees)across India to talk to youth and their parents.Spread awareness about better prospects among theyouth.Use of videos of our students (success stories) to motivatethe youth.Advertisements in the newspapers and on the radioProposal Summary",PIPAL TREE VENTRURES PRIVATE LIMITED,PIPAL TREE VENTRURES PRIVATE LIMITEDImplementingAgencyPIPAL TREE SKILL VENTRURES PRIVATE LIMITED,17  in10 years,"Bihar, Madhya Pradesh &Odisha","1,00,000 over 10 years"
99,Para Medical Technology Society of India.pdf,6.70Crore(NSDC funding 5.00Crore),Healthcare,"4Para Medical Technology Society of IndiaProposingOrganizationPara Medical Technology Society of IndiaImplementingAgencyPara MedicalTechnology Society of IndiaNo. of Trainees in 10 years1.14lakhNo. of Centres15Location(s)Delhi,Uttarakhand, Himachal Pradesh, Bihar,Rajasthan, Uttar PradeshSectors TargetedHealthcareProject CostRs. 6.70Crore(NSDC funding Rs.5.00Crore)Sourcing ModelAfter collection of applicants forms, the Project AdmissionCommittee will call trainees for group discussions &personal interaction. Based on the interview, thecandidates would be selected. The Society can utilizeexisting network of its sister concern, DPMI for sourcingof trainees in the locations where it has centers currently.DPMI has a strong brand name.Proposal Summary",Para Medical Technology Society of India,Para Medical Technology Society of IndiaImplementingAgencyPara MedicalTechnology Society of India,15,"Delhi,Uttarakhand, Himachal Pradesh, Bihar,Rajasthan, Uttar Pradesh",1.14lakh
100,Pinnnacle-Skills.pdf,,,,Pinnnacle-Skills.pdf,,,,
101,PositiveShift_Change_Consulting_Private_Limited.pdf,189.75 Lakhs,"Telecom, Electronics, Retail, BFSI, IT/ITES&Management","1PositiveShiftChangeConsultingPrivateLimitedProposingOrganizationProposal SummaryProposingOrganizationPositiveShiftChange Consulting Private LimitedImplementingAgencyPositiveShiftChange Consulting Private LimitedNo. of Trainees in 10 years74,746in 10 yearsNo. of Centres20CentersLocation(s):Andhra Pradesh, Visakhapatnam, Uttar Pradesh&KarnatakaSectors TargetedTelecom, Electronics, Retail, BFSI, IT/ITES&ManagementProject Cost (Total)Rs.189.75 LakhsSourcingModelApplicant would be conducting Awareness building through youthactivities and community level interactions and Workshops andsessions conducted at various Educational Institutes for sourcingtrainees.",PositiveShiftChangeConsultingPrivateLimited,Access Livelihoods Consulting India Private LimitedImplementingAgencyAccess Livelihoods Consulting India Private Limited,20,":Andhra Pradesh, Visakhapatnam, Uttar Pradesh&Karnataka","74,746"
102,Possit-Skill-organization.pdf,3.93 crore,"Automobile and Auto Component, Aerospace and Aviation Services and Healthcare sector","   1     Possit Skill Organization    Proposal Summary  Proposing Organization Possit Skill Organization   Implementing Agency Possit Skill Organization  No. of Trainees in 10 years 67,416 in 10 years  No. of Centres 12 centres  Location(s) Delhi, Bihar, UP, Madhya Pradesh, Sikkim, Himachal Pradesh, Rajasthan  Sectors Targeted Automobile and Auto Component, Aerospace and Aviation Services and Healthcare sector  Project Cost Rs. 3.93 crore  Business Model Training fee, assessment fee and placement fee  Sourcing of Trainees   Applicant target 10th and 12th passed, school dropout candidates, in addition to unemployed graduate and ITI students   Applicant will source people training through the following means: - Advertisement in print and electronic media - Approach high schools, junior colleges and coaching classes - Word of mouth publicity - Raising awareness through local self-governing bodies and other stake holders such as village sarpanch, local MLA etc.  Applicant will screen candidates based on some aptitude tests to identify the genuinely interested candidates ",1     Possit Skill Organization    Proposal Summary,Possit Skill   Implementing Agency Possit Skill,12,"Delhi, Bihar, UP, Madhya Pradesh, Sikkim, Himachal Pradesh, Rajasthan","67,416"
103,Power-Empower-Skills.pdf,,,,Power-Empower-Skills.pdf,,,,
104,ProlificSystems_TechnologiesPvtLtd.pdf,10.45Crore,The training will be provided in IndustryAutomation space which can be mapped to Electronics and IT hardware  industry as per NSDC nomenclature.,"1Prolific Systems & Technologies Pvt LtdProposingOrganizationProlific Systems & Technologies Pvt LtdImplementingAgencyProlific Systems & Technologies Pvt LtdNo. of Trainees in 10 years 1,02,432  in 10 yearsNo. of Centres25 centers(already existing)Location(s)PAN IndiaSectors TargetedThe training will be provided in IndustryAutomation space which can be mapped to Electronics and IT hardware  industry as per NSDC nomenclature. Project Cost Rs. 10.45CroreBusiness ModelTraining and placement fee B2C (87%), B2G (8%), B2I (5%)OperatingModelProlific'starget market is Diploma/Degree engineering pass outs, under graduates from Tier II & Ill towns.  Students are identified from T1er II & Tier Ill towns by holding various programs & seminars at the college campuses. These seminars highlight the potential of industrial automat1on sector in India and explain the employment potential in the sector.Each centre has college marketing executive who sets up college seminars by talking to HoDor Training & Placement officers.  These seminars are conducted by senior faculty along with marketing executives.Proposal Summary",Prolific Systems & Technologies Pvt Ltd,Prolific Systems & Technologies Pvt LtdImplementingAgencyProlific Systems & Technologies Pvt Ltd,25 (already existing),PAN India,"1,02,432"
105,Quivan.pdf,5.91Crores,Buidling& Construction and CapitalGoods,"1QuivanSkill Empowerment Private LimitedProposingOrganizationQuivanSkill Empowerment Private LimitedImplementingAgencyQuivanSkill Empowerment Private LimitedNo. of Trainees in 10 years 53,175  in 10 yearsNo. of Centres10 centers(2 existing and 8 new)Location(s)WestBengal, Jharkhand and BiharSectors TargetedBuidling& Construction and CapitalGoodsProject Cost Rs5.91CroresRevenue ModelFee for ownmodule courses: Rs. 15,000 per courseFee for custom build courses: Rs. 12,000 per coursePlacement fee of Rs. 2,600 per trainee for international placements (70% of total placements)Sourcing of traineesTarget Segment: School pass outs/ School drop outsGeographies: Regional catchment area around training centersMobilization Strategy:Collaboration with Central/State Government boardsTie-up with local NGOs for identification and counseling of school drop outsSetting up information centers in identified locations for lead generationCampus talks at schools to identify prospective students/traineesProposal Summary",QuivanSkill Empowerment Private Limited,QuivanSkill Empowerment Private LimitedImplementingAgencyQuivanSkill Empowerment Private Limited,10 (2 existing and 8 new),"WestBengal, Jharkhand and Bihar","53,175"
106,Rozagar_Vikas_Education_Private_Limited.pdf,11.86 Cr.,Apparel,"4RozgarVikasEducation Private LimitedProposingOrganizationProposal SummaryProposingOrganizationRozagarVikasEducation Private Limited ( Associate company ofICAInfoTechan existing NSDC partner)ImplementingAgencyRozagarVikasEducation Private LimitedNo. of Trainees in 10 years52,304No. of Centres9 CentresLocation(s)WestBengal, Punjab, Gujarat, BangaloreSectors TargetedApparelProject Cost (Total)Rs.11.86 Cr.SourcingModelMost of the training centers shall be located in closeproximity of the manufacturing hubs wherein candidateswill be sourced from nearby villages with the help of localBDO/SHG and referral scheme from existing trainees andICA will be helping in mobilization through large centerbased across the country.The applicant shall further leverage the existing network ofICA InfoTech to source trainees.",RozgarVikasEducation Private Limited,Access Livelihoods Consulting India Private LimitedImplementingAgencyAccess Livelihoods Consulting India Private Limited,9,"WestBengal, Punjab, Gujarat, Bangalore","52,304"
107,Rural-Shores-Skills-Academy-Pvt-Ltd.pdf,"9,00,00,000","BPO Skills (voice and non-voice), Banking & Financial Services, Retail, and Telecom","1        Rural Shores Skills  Academy Pvt. Ltd. Proposing Organization Rural Shores Skills  Academy Pvt. Ltd. Implementing Agency Rural Shores Skills  Academy Pvt. Ltd. No. of Trainees in 10 years  2,48,660 No. of Centres 469 centers Location(s) NA Sectors Targeted BPO Skills (voice and non-voice), Banking & Financial Services, Retail, and Telecom Project Cost  Rs. 9,00,00,000 Sourcing Model The trainees would be identified and selected based on the following process: dire need for  a job in the tier-3 towns and rural areas and have no other employment alternatives Preferences will be given to candidates who are physically challenged. The catchment area for manpower is usually within a radius of 10km from RSBS client center. The minimum age for recruitment is 18 years. Approx. 90% of RSBS current staff are below 25 years and 50% of the current staff are women members Depending on the process requirements, RSBS hire associates who are 10th /12th pass or graduates as per Client requirements   Proposal Summary ",Rural Shores Skills  Academy Pvt. Ltd.,Rural Shores Skills  Academy Pvt. Ltd. Implementing Agency Rural Shores Skills  Academy Pvt. Ltd.,469,NA,"2,48,660"
108,Rustomjee_Academy_for_Global_Careers_Pvt_Ltd.pdf,,"Auto and Auto Components, Building and Construction,Tourism and Hospitality Services, Electrical, Management(Accounting & HR), Education and Skill Development(ToT)","3RustomjeeAcademy for Global Careers Pvt LtdProposingOrganizationRustomjeeAcademy for Global Careers Pvt LtdImplementingAgencyRustomjeeAcademy for Global Careers Pvt LtdLocation:MumbaiNo. of Trainees in 10years64,454Sectors TargetedAuto and Auto Components, Building and Construction,Tourism and Hospitality Services, Electrical, Management(Accounting & HR), Education and Skill Development(ToT)Proposal Summary",RustomjeeAcademy for Global Careers Pvt Ltd,RustomjeeAcademy for Global Careers Pvt LtdImplementingAgencyRustomjeeAcademy for Global Careers Pvt LtdLocation:Mumbai,,"Location:MumbaiNo. of Trainees in 10years64,454","64,45"
109,SAHAJ-e-VILLAGE-LIMITED.pdf,127.26 Cr.,"Building and Construction, IT/ITES, Textiles & Clothing and Transportation & Logistics, Auto, Gem & Jewelry, Capital Goods, Electronics, Retail, BFSI, Hospitality, Telecom,  Healthcare , Plumbing, Beauty & Wellness, Agriculture","1        SAHAJ e-VILLAGE LIMITED Proposing Organization SAHAJ e-VILLAGE LIMITED Implementing Agency SAHAJ e-VILLAGE LIMITED No. of Trainees in 10 years  9,36,500 No. of Centres 480 centers Location(s) West Bengal, Assam, Nagaland, Arunachal  Pradesh, Meghalaya, Jharkhand, Uttar Pradesh, Orissa, Maharashtra, Madhya Pradesh, Chhattisgarh, Delhi, Punjab, Haryana, Uttaranchal, J&K, Himachal Pradesh Goa, Gujarat, Rajasthan, Tamil Nadu, Kerala, Karnataka and Andhra Pradesh,    Sectors Targeted Building and Construction, IT/ITES, Textiles & Clothing and Transportation & Logistics, Auto, Gem & Jewelry, Capital Goods, Electronics, Retail, BFSI, Hospitality, Telecom,  Healthcare , Plumbing, Beauty & Wellness, Agriculture     Project Cost  Rs. 127.26 Cr. Sourcing Model states of West Bengal, Assam, Uttar Pradesh, Orissa, Bihar and Tamil Nadu. These centers are run by their respective village Level entrepreneur (VLE), who is the main point of contact for the villagers. He maintains a personal relationship with them and acts as their guide, assisting them in simplifying their daily activities.  Sahaj is currently operating more than 24,004 CSCs in 107 districts, catering to a population of 240 million people under the National e-Governance Program (NeGP).  Proposal Summary ",SAHAJ e-VILLAGE LIMITED,SAHAJ e-VILLAGE LIMITED Implementing Agency SAHAJ e-VILLAGE LIMITED,480,"West Bengal, Assam, Nagaland, Arunachal  Pradesh, Meghalaya, Jharkhand, Uttar Pradesh, Orissa, Maharashtra, Madhya Pradesh, Chhattisgarh, Delhi, Punjab, Haryana, Uttaranchal, J&K, Himachal Pradesh Goa, Gujarat, Rajasthan, Tamil Nadu, Kerala, Karnataka and Andhra Pradesh,","9,36,500"
